iter	RMSE
1530	0.2730482738
1531	0.2727787147
1532	0.27261989
1533	0.2722014182
1534	0.2718022035
1535	0.2714378013
1536	0.2713489279
1537	0.2711834685
1538	0.2710461532
1539	0.2708108481
1540	0.2705386399
1541	0.2701707976
1542	0.2698306193
1543	0.2695898358
1544	0.2692623838
1545	0.2690344902
1546	0.2688566316
1547	0.2685623357
1548	0.2683735115
1549	0.2680675119
1550	0.2677005206
1551	0.2676407551
1552	0.267396062
1553	0.2673558375
1554	0.267235326
1555	0.2672030365
1556	0.2671326353
1557	0.2670254394
1558	0.2666279357
1559	0.2664337158
1560	0.2664067186
1561	0.2663855411
1562	0.2661723314
1563	0.2659480078
1564	0.2656776128
1565	0.2653170706
1566	0.2652866282
1567	0.2651472425
1568	0.2648445603
1569	0.2647248869
1570	0.264457391
1571	0.2644365457
1572	0.264388416
1573	0.2643710715
1574	0.2643207042
1575	0.2641177214
1576	0.2637885297
1577	0.2634318295
1578	0.2633862332
1579	0.2632393624
1580	0.2630139064
1581	0.2629455403
1582	0.2627009308
1583	0.2623603533
1584	0.2623358082
1585	0.2620541836
1586	0.261894521
1587	0.2616171853
1588	0.2615684387
1589	0.2613068497
1590	0.2610813619
1591	0.2609860248
1592	0.2607837836
1593	0.2606302717
1594	0.2603832828
1595	0.2600733311
1596	0.2598131321
1597	0.2596502114
1598	0.2596247934
1599	0.2593710841
1600	0.2592611501
1601	0.2592406415
1602	0.258999133
1603	0.2589050261
1604	0.2587822279
1605	0.2585136137
1606	0.2582506879
1607	0.2581579905
1608	0.2577991671
1609	0.2576731642
1610	0.2575633441
1611	0.2574614865
1612	0.2572041556
1613	0.2571838621
1614	0.2571454471
1615	0.2568794418
1616	0.2566725949
1617	0.2562630291
1618	0.2561994842
1619	0.2561687076
1620	0.2559020986
1621	0.2557751502
1622	0.2557398083
1623	0.2557210334
1624	0.2554944691
1625	0.2554670256
1626	0.2552874
1627	0.2549497111
1628	0.2547555289
1629	0.2544178187
1630	0.2543988283
1631	0.2541749215
1632	0.2541467722
1633	0.2537207745
1634	0.2532921845
1635	0.2530605672
1636	0.2529410642
1637	0.2525906662
1638	0.2525065332
1639	0.2523240601
1640	0.2520348293
1641	0.2517375891
1642	0.2514561947
1643	0.2514441309
1644	0.2512935383
1645	0.2510934686
1646	0.250756304
1647	0.2504966214
1648	0.2502275199
1649	0.2500389146
1650	0.2497987093
1651	0.2497825421
1652	0.2495287753
1653	0.2492083811
1654	0.2489919438
1655	0.2486073497
1656	0.2485641308
1657	0.2485274681
1658	0.2482420391
1659	0.2480303446
1660	0.2480044012
1661	0.2477357664
1662	0.2475114622
1663	0.2474309789
1664	0.2471638934
1665	0.246834594
1666	0.2465405999
1667	0.2465128603
1668	0.2462348255
1669	0.2461625844
1670	0.2461421095
1671	0.2459532091
1672	0.245660405
1673	0.2455643587
1674	0.2454571121
1675	0.2454102468
1676	0.2450729008
1677	0.2450458217
1678	0.2450054776
1679	0.244724616
1680	0.2444091766
1681	0.2441510631
1682	0.243971158
1683	0.2439217749
1684	0.2439055607
1685	0.2438360756
1686	0.2433994769
1687	0.243381198
1688	0.2431775441
1689	0.2429413702
1690	0.2426867424
1691	0.2423743543
1692	0.2422968915
1693	0.2421031696
1694	0.242083822
1695	0.2418927947
1696	0.24168876
1697	0.2413928693
1698	0.2411981254
1699	0.2408604582
1700	0.2405591362
1701	0.2405435789
1702	0.2402300528
1703	0.2400916195
1704	0.239811657
1705	0.2397859511
1706	0.239588099
1707	0.2393614247
1708	0.2392116222
1709	0.2391915261
1710	0.2387130075
1711	0.2386113184
1712	0.2383639535
1713	0.2380547158
1714	0.237816089
1715	0.2374555321
1716	0.237332764
1717	0.2370950849
1718	0.2368990674
1719	0.2366327566
1720	0.2365357172
1721	0.2363787642
1722	0.2362618521
1723	0.2360635433
1724	0.2358621441
1725	0.2356539383
1726	0.2353057783
1727	0.2350695262
1728	0.234865013
1729	0.2346351915
1730	0.2345532109
1731	0.2342729437
1732	0.2339981346
1733	0.2339824405
1734	0.233759476
1735	0.2333988758
1736	0.2330997203
1737	0.2330457899
1738	0.2328908638
1739	0.2327809509
1740	0.2325405087
1741	0.2324728811
1742	0.2320615383
1743	0.2319117361
1744	0.2317483061
1745	0.2317363103
1746	0.2316389203
1747	0.2315883258
1748	0.2313745879
1749	0.2313508377
1750	0.2313300529
1751	0.2311192409
1752	0.2310968278
1753	0.231072968
1754	0.2308255678
1755	0.2307906887
1756	0.2305325961
1757	0.2303289728
1758	0.2299910069
1759	0.2298149872
1760	0.2296370749
1761	0.229569683
1762	0.2295335359
1763	0.2293654906
1764	0.2290455094
1765	0.2287536605
1766	0.2287170832
1767	0.2287047534
1768	0.2284662911
1769	0.2284357378
1770	0.22841339
1771	0.2282000532
1772	0.2281287116
1773	0.2278706812
1774	0.2278409015
1775	0.2278151112
1776	0.2277979656
1777	0.2275259888
1778	0.2273220302
1779	0.2271689653
1780	0.2271545483
1781	0.226882902
1782	0.2265866529
1783	0.2265747212
1784	0.2262354169
1785	0.2262000933
1786	0.2259022477
1787	0.2257079015
1788	0.2254935625
1789	0.2252620497
1790	0.2252412852
1791	0.2252281498
1792	0.224994893
1793	0.224967993
1794	0.2247409923
1795	0.2245916568
1796	0.2245755373
1797	0.2245657805
1798	0.2243847608
1799	0.2240837829
1800	0.2239120545
1801	0.2237034649
1802	0.2236118864
1803	0.2235920426
1804	0.2233311005
1805	0.2231459622
1806	0.2231185897
1807	0.2228458381
1808	0.2226262913
1809	0.2225290418
1810	0.2224551994
1811	0.2221641423
1812	0.2221497423
1813	0.2220379885
1814	0.2216764245
1815	0.2216600153
1816	0.2213802934
1817	0.2213032003
1818	0.2210029052
1819	0.2209846205
1820	0.2207002866
1821	0.2203904277
1822	0.2201534035
1823	0.2198911873
1824	0.2197904817
1825	0.219561467
1826	0.2195039981
1827	0.2192335983
1828	0.2192004521
1829	0.2189849117
1830	0.2189289714
1831	0.2188160274
1832	0.2187103095
1833	0.2184824173
1834	0.2184593754
1835	0.2182390407
1836	0.2181751745
1837	0.2180283098
1838	0.2177946423
1839	0.2175435679
1840	0.2173469405
1841	0.2173370673
1842	0.2170756942
1843	0.2169896066
1844	0.216799284
1845	0.2166767044
1846	0.2166438504
1847	0.2163805471
1848	0.2161174508
1849	0.2158470803
1850	0.2158285735
1851	0.2157054552
1852	0.2154461533
1853	0.2152801248
1854	0.2152216346
1855	0.2151048283
1856	0.2149477625
1857	0.2147934566
1858	0.2146506798
1859	0.2145025098
1860	0.2144896416
1861	0.2141871014
1862	0.2141757349
1863	0.2138829423
1864	0.2138233646
1865	0.2137353119
1866	0.2136802673
1867	0.2134995835
1868	0.2133084486
1869	0.2132910001
1870	0.2129044626
1871	0.2126187096
1872	0.2126045113
1873	0.2125870771
1874	0.2123626775
1875	0.2122624655
1876	0.2120152048
1877	0.2118470544
1878	0.2116814718
1879	0.2115154431
1880	0.2113471275
1881	0.2111492727
1882	0.2110794893
1883	0.2107789663
1884	0.2107042387
1885	0.2106919674
1886	0.2105053775
1887	0.2103922635
1888	0.210172906
1889	0.2100309435
1890	0.2098214324
1891	0.209499172
1892	0.2092472915
1893	0.2091677386
1894	0.2089246283
1895	0.2088612687
1896	0.2086416319
1897	0.208428407
1898	0.2083084029
1899	0.2081147885
1900	0.2081045125
1901	0.2078306155
1902	0.2076772418
1903	0.20763973
1904	0.2075668566
1905	0.2075498207
1906	0.2075355459
1907	0.2075222532
1908	0.2075124056
1909	0.2073664064
1910	0.2073310827
1911	0.2072148554
1912	0.2069975662
1913	0.2069601496
1914	0.2067869366
1915	0.2067753084
1916	0.2065617254
1917	0.2062927397
1918	0.2060069738
1919	0.2058533563
1920	0.2057023379
1921	0.205460539
1922	0.2053361222
1923	0.2053175301
1924	0.2052193895
1925	0.204958533
1926	0.2049388668
1927	0.2048247128
1928	0.2046205235
1929	0.2045643637
1930	0.2045449903
1931	0.2044223596
1932	0.2043513044
1933	0.2042440973
1934	0.2041188754
1935	0.2041068727
1936	0.2039161895
1937	0.2038885238
1938	0.2036920508
1939	0.2034855075
1940	0.203334284
1941	0.2033220724
1942	0.2031552403
1943	0.2030878898
1944	0.2030731224
1945	0.2030274889
1946	0.2026938699
1947	0.2025303399
1948	0.2023477738
1949	0.2020552558
1950	0.2020422266
1951	0.2018600673
1952	0.2016664409
1953	0.2014686808
1954	0.2014521418
1955	0.2014398292
1956	0.2012385585
1957	0.201102791
1958	0.2008840302
1959	0.2008744822
1960	0.2007743032
1961	0.2005316508
1962	0.2004128614
1963	0.2002124431
1964	0.2001226666
1965	0.2000316792
1966	0.1999550022
1967	0.1998945995
1968	0.1997180889
1969	0.1995036965
1970	0.1993036788
1971	0.1992925172
1972	0.1990815733
1973	0.1990694755
1974	0.1990187304
1975	0.199008696
1976	0.1987722049
1977	0.1984955082
1978	0.1984857075
1979	0.1983010764
1980	0.1981484653
1981	0.1980252323
1982	0.1978669218
1983	0.1978386048
1984	0.1977298704
1985	0.1975593807
1986	0.1973803469
1987	0.19717545
1988	0.1971307581
1989	0.1970402726
1990	0.196893036
1991	0.1966495842
1992	0.1964236684
1993	0.1962666781
1994	0.1962285427
1995	0.1958814311
1996	0.1956706081
1997	0.1956021899
1998	0.195357487
1999	0.1952669338
