iter	RMSE
751	0.5426884396
752	0.5425392762
753	0.5419130848
754	0.5411866951
755	0.5410398447
756	0.5402803908
757	0.5402055405
758	0.5401165933
759	0.5396091237
760	0.5393691574
761	0.5392197504
762	0.5387049027
763	0.5381035449
764	0.5374476172
765	0.5368272803
766	0.5363068096
767	0.5356688724
768	0.535453626
769	0.5349727225
770	0.5349157934
771	0.5342321918
772	0.5337715272
773	0.5330393944
774	0.5326194719
775	0.5317315464
776	0.5310898631
777	0.5307056621
778	0.5305558056
779	0.52968119
780	0.5289134502
781	0.5282900127
782	0.5281617953
783	0.5276527598
784	0.5270984352
785	0.5263815113
786	0.52575508
787	0.5255037667
788	0.5247546921
789	0.5244214726
790	0.523956851
791	0.5232628123
792	0.5229428362
793	0.5226553832
794	0.5221538959
795	0.5215670041
796	0.5209843507
797	0.5201565425
798	0.5192659039
799	0.5185958649
800	0.5183107578
801	0.5176310301
802	0.5170906277
803	0.5166815189
804	0.51600492
805	0.5154212494
806	0.5147170289
807	0.5139604652
808	0.5134430386
809	0.5127695689
810	0.5125560442
811	0.5119070146
812	0.5113326311
813	0.5108274869
814	0.5102075554
815	0.5096491578
816	0.5091094114
817	0.5084884273
818	0.5080232348
819	0.5074713918
820	0.5073422205
821	0.5068234701
822	0.506366969
823	0.5062336309
824	0.5055181296
825	0.5054476062
826	0.5052080004
827	0.5045803276
828	0.5044245451
829	0.5038600664
830	0.5030512342
831	0.502449995
832	0.5021887632
833	0.5013361206
834	0.5008197374
835	0.5002148993
836	0.5000415694
837	0.4995198054
838	0.4990835787
839	0.4984239312
840	0.4977450767
841	0.4971689103
842	0.4964244392
843	0.4958715634
844	0.4953630221
845	0.494681793
846	0.4939950642
847	0.4935167837
848	0.4929943744
849	0.4926468162
850	0.4921269344
851	0.4914871893
852	0.4909715719
853	0.4904290392
854	0.4901573578
855	0.4895290776
856	0.4891191263
857	0.4884842763
858	0.4880795149
859	0.4874344489
860	0.4870229589
861	0.4862798139
862	0.4855913836
863	0.4853357561
864	0.4850684028
865	0.48491079
866	0.4842363027
867	0.4839257
868	0.4834302686
869	0.482778376
870	0.4826439348
871	0.4818544332
872	0.4817655096
873	0.4815197856
874	0.4814068371
875	0.4808772608
876	0.4806389715
877	0.4805192129
878	0.480400362
879	0.4797924498
880	0.4796695939
881	0.4791311029
882	0.478365741
883	0.477842876
884	0.47718369
885	0.4765485068
886	0.4761000748
887	0.4753181534
888	0.4750910581
889	0.4745132254
890	0.4740273865
891	0.4734297974
892	0.4729577071
893	0.4723434973
894	0.4718022542
895	0.4712855186
896	0.4711629339
897	0.4705104082
898	0.4698590719
899	0.4697105236
900	0.4689420514
901	0.4683856151
902	0.4682095896
903	0.4677885394
904	0.4672364706
905	0.4671322956
906	0.4667808142
907	0.4661288044
908	0.4653937375
909	0.4648801581
910	0.4644067432
911	0.4636044179
912	0.4630926407
913	0.4629596223
914	0.4626589947
915	0.4620781912
916	0.4617756132
917	0.4612994756
918	0.460517806
919	0.460415572
920	0.4599807469
921	0.4598850435
922	0.459412044
923	0.4588521702
924	0.4583372641
925	0.4577753396
926	0.4571661027
927	0.4570213291
928	0.4565055852
929	0.4561092532
930	0.4558238554
931	0.4550832918
932	0.4548428002
933	0.4543548117
934	0.4542200744
935	0.4540855562
936	0.4533530856
937	0.4531797921
938	0.4530394286
939	0.4523310707
940	0.4517379623
941	0.4515630727
942	0.4510781924
943	0.4503670378
944	0.4502638256
945	0.4498976577
946	0.4490130392
947	0.4489664819
948	0.4487707233
949	0.4486645864
950	0.4479855277
951	0.447188832
952	0.4466877401
953	0.4461564313
954	0.4454406825
955	0.4450506013
956	0.44460565
957	0.4440919986
958	0.4437663725
959	0.4433009306
960	0.4427698893
961	0.4426909971
962	0.4425754402
963	0.4424270442
964	0.4418689994
965	0.4413782116
966	0.4409690842
967	0.4408369134
968	0.44073055
969	0.4405811573
970	0.44020408
971	0.4400158574
972	0.4394386525
973	0.4392781789
974	0.4389886161
975	0.438216622
976	0.4377333219
977	0.4375744338
978	0.4370957322
979	0.436669254
980	0.4362430113
981	0.4355352115
982	0.4351498714
983	0.4346222174
984	0.434456837
985	0.4339059738
986	0.4333721178
987	0.4330445375
988	0.4322904194
989	0.4319294275
990	0.4313682223
991	0.4306199826
992	0.4301260718
993	0.4293784753
994	0.4292728707
995	0.4287747396
996	0.4282508271
997	0.4281644012
998	0.4276836279
999	0.4272220211
1000	0.4269649741
1001	0.4263875275
1002	0.4261501005
1003	0.4258060725
1004	0.4252722874
1005	0.4248991938
1006	0.4242875321
1007	0.4236501835
1008	0.4231689617
1009	0.4228012881
1010	0.4222695849
1011	0.4221791195
1012	0.4214789147
1013	0.4213284885
1014	0.4210352181
1015	0.4207172085
1016	0.4202803929
1017	0.4197706467
1018	0.4196760556
1019	0.4194208077
1020	0.4188869205
1021	0.4188018205
1022	0.4186522416
1023	0.4180887492
1024	0.4175318467
1025	0.4171162805
1026	0.4166202127
1027	0.4164721119
1028	0.4160708568
1029	0.4155825878
1030	0.4152553784
1031	0.4147706049
1032	0.4146771174
1033	0.4140609764
1034	0.4135485471
1035	0.4134727925
1036	0.4130437118
1037	0.4126292003
1038	0.4122155281
1039	0.4120775224
1040	0.4114976833
1041	0.4110759922
1042	0.4105175691
1043	0.4101503564
1044	0.4099131214
1045	0.4094623499
1046	0.4090192208
1047	0.4085053463
1048	0.4081310911
1049	0.4079850376
1050	0.407744265
1051	0.4071595886
1052	0.4071009197
1053	0.4069450107
1054	0.4064274157
1055	0.4062943051
1056	0.4058940511
1057	0.4054649797
1058	0.4050037634
1059	0.4048531132
1060	0.4041511207
1061	0.4037309335
1062	0.4036330061
1063	0.403336445
1064	0.4028030797
1065	0.4027475014
1066	0.4022813686
1067	0.4019793675
1068	0.4017877281
1069	0.4011883454
1070	0.400571198
1071	0.3999619848
1072	0.3993759013
1073	0.3990655265
1074	0.3983230891
1075	0.3981699689
1076	0.398102237
1077	0.3978585776
1078	0.3972901341
1079	0.3970313291
1080	0.3969113515
1081	0.3963407132
1082	0.3962762052
1083	0.3959127135
1084	0.3957841289
1085	0.3956839039
1086	0.395100369
1087	0.3945851932
1088	0.3939650552
1089	0.3934418938
1090	0.3933234042
1091	0.3931367172
1092	0.3927224537
1093	0.3922647453
1094	0.3920874629
1095	0.3920191792
1096	0.3916494838
1097	0.3911125722
1098	0.3905527502
1099	0.3903447434
1100	0.3899491628
1101	0.389789682
1102	0.3896879312
1103	0.3894134444
1104	0.3890087085
1105	0.3884999031
1106	0.3881022065
1107	0.3876595019
1108	0.3875236045
1109	0.3869770764
1110	0.3866119205
1111	0.3860670891
1112	0.385474503
1113	0.3853904582
1114	0.3850585174
1115	0.384711911
1116	0.3845249972
1117	0.3838820688
1118	0.3834864569
1119	0.3831133141
1120	0.3828038311
1121	0.3822331305
1122	0.3821745531
1123	0.3820427514
1124	0.3815442288
1125	0.3812759312
1126	0.3810953844
1127	0.3809785883
1128	0.380729449
1129	0.3806551554
1130	0.3802885181
1131	0.3798243589
1132	0.3793118254
1133	0.3789790341
1134	0.3786850578
1135	0.3780327065
1136	0.3775544407
1137	0.377201819
1138	0.3770650831
1139	0.3766711932
1140	0.3765110954
1141	0.3761747828
1142	0.3758103213
1143	0.3753844159
1144	0.3752413695
1145	0.3748186194
1146	0.37466476
1147	0.374280806
1148	0.3739103651
1149	0.3736232133
1150	0.3731338262
1151	0.3729989474
1152	0.3729354564
1153	0.372574813
1154	0.3720931444
1155	0.3716060691
1156	0.3710453489
1157	0.370941223
1158	0.3708050754
1159	0.3705914216
1160	0.3701076314
1161	0.3695190762
1162	0.3690923814
1163	0.3689807576
1164	0.3686018658
1165	0.3680490347
1166	0.3677524436
1167	0.3674803839
1168	0.3672488741
1169	0.3668340472
1170	0.366507671
1171	0.3660978887
1172	0.3658739089
1173	0.3653347482
1174	0.3651350497
1175	0.3648132525
1176	0.3642289638
1177	0.3638243393
1178	0.3633375945
1179	0.3629056588
1180	0.3624521659
1181	0.3622366272
1182	0.3621032699
1183	0.3618211522
1184	0.3613325421
1185	0.3609112546
1186	0.3605150489
1187	0.3600313194
1188	0.3595732293
1189	0.3594979677
1190	0.3588904278
1191	0.3586391088
1192	0.3585787345
1193	0.3580602464
1194	0.3576465359
1195	0.3575562714
1196	0.3570210074
1197	0.3564085369
1198	0.3563320295
1199	0.3559263649
1200	0.3554828473
1201	0.3551217957
1202	0.3550893462
1203	0.3549485728
1204	0.3545865389
1205	0.3545315576
1206	0.3544370207
1207	0.3543107754
1208	0.3539453421
1209	0.3538746224
1210	0.353521094
1211	0.3533795715
1212	0.3529209397
1213	0.3526661202
1214	0.3525045635
1215	0.3521025432
1216	0.3516301192
1217	0.3515280825
1218	0.3511611857
1219	0.3507137465
1220	0.3506609588
1221	0.3504586817
1222	0.3503498734
1223	0.3502365725
1224	0.3496702385
1225	0.3491069819
1226	0.3487247307
1227	0.3484464361
1228	0.3478402831
1229	0.3477136999
1230	0.3473084812
1231	0.3468737937
1232	0.346461395
1233	0.3461219579
1234	0.3460594922
1235	0.3458972107
1236	0.3457064004
1237	0.3456359406
1238	0.3452342596
1239	0.3448147692
1240	0.3447300191
1241	0.3442419586
1242	0.3438681439
1243	0.3438196097
1244	0.3435373952
1245	0.3431572245
1246	0.3429007391
1247	0.3424039903
1248	0.3422698664
1249	0.3419261388
1250	0.3414071772
1251	0.3409155991
1252	0.3406990175
1253	0.3404657888
1254	0.3404346565
1255	0.3401171109
1256	0.3400203032
1257	0.3398447851
1258	0.3394259925
1259	0.3388554952
1260	0.3385446485
1261	0.3384889522
1262	0.3384159104
1263	0.3383155476
1264	0.3382582442
1265	0.337812452
1266	0.3376708337
1267	0.3373828115
1268	0.3369316395
1269	0.3366090106
1270	0.3364636987
1271	0.3360848755
1272	0.33577583
1273	0.3352521963
1274	0.3351390584
1275	0.3350166351
1276	0.3345535391
1277	0.3344608976
1278	0.3342209885
1279	0.334129253
1280	0.3336397444
1281	0.3331307742
1282	0.3329795668
1283	0.332761391
1284	0.3326108584
1285	0.3322974028
1286	0.331999868
1287	0.3315999998
1288	0.3315377241
1289	0.3309796937
1290	0.3306238766
1291	0.330500629
1292	0.3302115852
1293	0.3299822698
1294	0.3297927795
1295	0.3295000776
1296	0.3292753755
1297	0.3290816567
1298	0.3288089956
1299	0.3283124327
1300	0.3277540104
1301	0.3276839524
1302	0.3274304218
1303	0.3271408205
1304	0.327042299
1305	0.3266512151
1306	0.3262922891
1307	0.3259644375
1308	0.3256807824
1309	0.3256049705
1310	0.3252497512
1311	0.3250957739
1312	0.3248561208
1313	0.3245258396
1314	0.3244869703
1315	0.3241741137
1316	0.3239065011
1317	0.3236086909
1318	0.3231652733
1319	0.3229314707
1320	0.3228476252
1321	0.3223721189
1322	0.3219679779
1323	0.3219093702
1324	0.3216009507
1325	0.3215620102
1326	0.3212602499
1327	0.3211483435
1328	0.3208723989
1329	0.3205422555
1330	0.3204480148
1331	0.3204038614
1332	0.3201685858
1333	0.3196778391
1334	0.3194222456
1335	0.3192935922
1336	0.31924216
1337	0.318749045
1338	0.3184703596
1339	0.3184115998
1340	0.3179875671
1341	0.3175173661
1342	0.3173878759
1343	0.3170433125
1344	0.3169929249
1345	0.3166522733
1346	0.3161296674
1347	0.3156933836
1348	0.3154312824
1349	0.3153538427
1350	0.3150038777
1351	0.3146141461
1352	0.3143750577
1353	0.3139682953
1354	0.313534455
1355	0.3134700189
1356	0.313017793
1357	0.3129694831
1358	0.3126540589
1359	0.3123991917
1360	0.3120555764
1361	0.311996642
1362	0.3118149424
1363	0.3114488292
1364	0.3113953846
1365	0.311227454
1366	0.311093378
1367	0.3107979712
1368	0.3104376463
1369	0.3103163298
1370	0.3102213013
1371	0.3102051106
1372	0.3098993191
1373	0.309820151
1374	0.309762737
1375	0.3097211802
1376	0.3095366233
1377	0.3094179515
1378	0.3093428124
1379	0.3090563421
1380	0.3090383794
1381	0.3087872046
1382	0.3084652906
1383	0.3080266464
1384	0.3077966767
1385	0.3076003853
1386	0.307283419
1387	0.3071882651
1388	0.3069167217
1389	0.3068028118
1390	0.3065499842
1391	0.3060677661
1392	0.3059449509
1393	0.305621104
1394	0.3053120553
1395	0.3052845903
1396	0.305061085
1397	0.3049826077
1398	0.3046249393
1399	0.304568793
1400	0.3043464984
1401	0.3039993138
1402	0.3034734621
1403	0.3034509717
1404	0.3032789168
1405	0.3032586154
1406	0.3032009937
1407	0.3028121947
1408	0.3025641568
1409	0.3025061196
1410	0.3021645764
1411	0.3019011924
1412	0.3017818053
1413	0.3014869991
1414	0.3012743668
1415	0.3011708459
1416	0.3011385389
1417	0.3008848445
1418	0.3005519928
1419	0.3002089423
1420	0.2999346215
1421	0.2998554394
1422	0.2996347924
1423	0.2991541475
1424	0.2989000179
1425	0.2987948864
1426	0.2986898516
1427	0.2985109877
1428	0.2982981001
1429	0.2982787588
1430	0.2981723524
1431	0.2977864122
1432	0.2977700462
1433	0.2974338362
1434	0.2971582982
1435	0.2967802833
1436	0.2964399365
1437	0.2963998813
1438	0.295996215
1439	0.2956725519
1440	0.2956491809
1441	0.2954941278
1442	0.295216749
1443	0.2949052251
1444	0.2944669407
1445	0.2944438616
1446	0.2944183691
1447	0.2943392499
1448	0.2939080758
1449	0.2934464063
1450	0.2934106664
1451	0.2931014953
1452	0.2928729127
1453	0.2925698416
1454	0.2921607972
1455	0.2918501285
1456	0.2916174747
1457	0.2914818835
1458	0.2910694567
1459	0.2907265867
1460	0.2902736729
1461	0.2898427606
1462	0.2898187774
1463	0.2893800233
1464	0.2893266659
1465	0.2889635311
1466	0.2886245826
1467	0.2883809348
1468	0.2879973117
1469	0.2878570856
1470	0.2876772104
1471	0.2874510695
1472	0.287102427
1473	0.2869617795
1474	0.2869271252
1475	0.2867931053
1476	0.2863373047
1477	0.2861498663
1478	0.2860633455
1479	0.285634305
1480	0.2855850875
1481	0.2851943531
1482	0.2848729107
1483	0.2846289262
1484	0.2844397354
1485	0.2842243233
1486	0.2841553124
1487	0.2840234548
1488	0.2835785041
1489	0.2832871974
1490	0.2831155873
1491	0.2830864026
1492	0.2826536172
1493	0.2822507998
1494	0.2821772776
1495	0.2818104035
1496	0.2817561018
1497	0.2815819592
1498	0.2810959301
1499	0.2809463574
1500	0.280639262
1501	0.2802753967
1502	0.2799047241
1503	0.2797325151
1504	0.2794574133
1505	0.2794331898
1506	0.2791042907
1507	0.278980222
1508	0.2789356321
1509	0.2786737209
1510	0.2784587505
1511	0.2782377955
1512	0.278207027
1513	0.2777594343
1514	0.2775050976
1515	0.2773140005
1516	0.2770296886
1517	0.2767612059
1518	0.2767357552
1519	0.2763119666
1520	0.2759176315
1521	0.2757163767
1522	0.275433443
1523	0.2751381422
1524	0.2748276174
1525	0.274773003
1526	0.2744288629
1527	0.2742063792
1528	0.2738385576
1529	0.2734276737
